"Date","Open","High","Low","Close","Adj.Close","Volume"
"2015-08-19",143.72,145.17,142.63,143.06,143.06,169680
"2015-08-20",143.33,144.11,141.75,142.63,142.63,217207
"2015-08-21",143.14,144.34,142.28,143.38,143.38,242552
"2015-08-24",145.48,145.88,145.45,145.78,145.78,227586
"2015-08-25",146.54,146.83,145.55,146.78,146.78,292162
"2015-08-26",146.41,147.08,144.8,146.1,146.1,235110
"2015-08-27",147.52,148.77,146.51,148.66,148.66,65754
"2015-08-28",151.04,151.56,149.27,150.92,150.92,230037
"2015-08-31",152.03,153.94,151.35,152.21,152.21,227438
"2015-09-01",152.46,153.1,152.34,152.8,152.8,74450
"2015-09-02",150.5,152.21,147.02,151.41,151.41,53984
"2015-09-03",154.45,155.23,152.61,154.54,154.54,193454
"2015-09-04",152.44,153.6,151.25,153.2,153.2,264465
"2015-09-07",158.26,159.85,155.5,158.27,158.27,110023
"2015-09-08",161.52,163.08,161.43,161.96,161.96,67998
"2015-09-09",161.46,162.36,160.39,161.43,161.43,102587
"2015-09-10",159.22,160.33,158.77,159,159,238483
"2015-09-11",157.11,158.82,156.53,157.35,157.35,179063
"2015-09-14",157.52,158.61,157.34,158,158,60291
"2015-09-15",157.18,157.65,157.04,157.47,157.47,138308
"2015-09-17",153.81,155.23,153.54,154.5,154.5,61240
"2015-09-18",154.08,155.06,153.07,154.44,154.44,86845
"2015-09-21",152.58,153.3,151.62,152.67,152.67,270254
"2015-09-22",148.8,149.63,148.76,148.9,148.9,126555
"2015-09-23",148.24,149.03,146.23,148.09,148.09,292620
"2015-09-24",150.76,151.77,149.74,150.18,150.18,94528
"2015-09-25",149.08,150.18,148.8,148.93,148.93,224578
"2015-09-28",151,151.97,149.62,150.33,150.33,67873
"2015-09-29",146.44,146.74,145.22,146.73,146.73,142056
"2015-09-30",147.24,147.26,146.17,146.65,146.65,168594
"2015-10-01",148.1,150.17,146.76,147.84,147.84,183052
"2015-10-02",148.02,149.03,147.95,148.55,148.55,259783
"2015-10-05",149.01,149.14,148.09,148.83,148.83,102019
"2015-10-06",146.9,147.91,146.63,147.44,147.44,178447
"2015-10-07",146.02,146.49,144.63,145.61,145.61,242855
"2015-10-08",143.18,143.95,141.6,143.42,143.42,191652
"2015-10-09",143.61,144.65,141.95,143.71,143.71,235512
"2015-10-12",141.42,141.86,140.27,141.71,141.71,278913
"2015-10-13",140.35,143.4,139.36,140.71,140.71,282613
"2015-10-14",140.93,141.92,140.15,140.21,140.21,128633
"2015-10-15",144.56,145.42,143.28,144.13,144.13,95502
"2015-10-16",143.06,143.18,142.17,142.77,142.77,81027
"2015-10-19",143.35,143.82,142.31,143.31,143.31,268346
"2015-10-20",143.84,144.35,143.4,143.52,143.52,127957
"2015-10-21",141.78,142.98,141.18,141.5,141.5,232908
"2015-10-22",142.07,142.32,140.72,141.39,141.39,100905
"2015-10-23",144.86,145.37,143.91,144.49,144.49,72506
"2015-10-26",145.43,145.53,144.95,145.52,145.52,219829
"2015-10-27",145.56,146.07,145.2,145.65,145.65,88423
"2015-10-28",144.57,145.15,143.72,144.77,144.77,134283
"2015-10-29",140.2,141.4,139.91,140.36,140.36,130042
"2015-10-30",142.68,143.22,141.74,142.78,142.78,68928
"2015-11-02",140.21,142.61,139.35,139.69,139.69,230858
"2015-11-03",140.3,141.42,139.98,141.29,141.29,118676
"2015-11-04",145.07,145.48,144.21,145.37,145.37,243289
"2015-11-05",142.21,142.8,141.36,142.27,142.27,131836
"2015-11-09",143.98,144.15,142.9,143.29,143.29,149958
"2015-11-10",139.85,140.48,139.3,139.95,139.95,298358
"2015-11-11",136.36,137.4,135.42,136.81,136.81,235702
"2015-11-12",133.21,134.18,132.53,133.57,133.57,199104
"2015-11-13",132.89,133.55,131.73,132.54,132.54,197743
"2015-11-16",130.4,131.34,129,129.68,129.68,186813
"2015-11-17",131.01,131.18,130.52,131.05,131.05,181224
"2015-11-18",135.27,136.01,134.87,135.22,135.22,279892
"2015-11-19",132.28,133.92,131.71,132.65,132.65,58321
"2015-11-20",134.79,135.15,134.09,134.26,134.26,260060
"2015-11-23",136.14,136.47,134.94,135.85,135.85,53186
"2015-11-24",135.61,138.26,135.17,136.57,136.57,218727
"2015-11-25",134.28,134.71,133.28,134.54,134.54,171952
"2015-11-26",134.25,135.48,134.18,134.34,134.34,236003
"2015-11-27",133.37,134.95,133.16,133.82,133.82,157486
"2015-11-30",134.88,135.88,134.08,134.99,134.99,66377
"2015-12-01",133.82,134.59,133.31,134.27,134.27,78265
"2015-12-02",136.43,136.48,134.86,136.28,136.28,54044
"2015-12-03",135.69,135.78,134.45,135.56,135.56,246845
"2015-12-04",138.07,138.23,137.44,137.74,137.74,297709
"2015-12-07",135.78,136.01,134.86,135.61,135.61,214303
"2015-12-08",133.72,135.62,132.79,133.09,133.09,169898
"2015-12-09",139.44,139.97,138.35,139.6,139.6,258710
"2015-12-10",137.87,139.88,137.85,138.77,138.77,58867
"2015-12-11",139.44,140.75,138.01,139.43,139.43,168466
"2015-12-14",141.08,141.25,140.4,140.8,140.8,247414
"2015-12-15",139.66,140.28,138.18,139.82,139.82,230142
"2015-12-16",141.54,142.43,140.72,140.95,140.95,117164
"2015-12-17",142.24,142.4,141.76,141.77,141.77,118656
"2015-12-18",141.58,141.65,140.57,141.36,141.36,156370
"2015-12-21",141.57,142.94,139.52,141.54,141.54,134122
"2015-12-22",141.27,141.71,139.75,141.51,141.51,152031
"2015-12-23",145.99,146.31,145.67,146.07,146.07,288023
"2015-12-24",144.69,145.91,143.91,144.49,144.49,257169
"2015-12-25",142.57,143.35,141.57,142.16,142.16,135062
"2015-12-28",142.15,143.02,141.05,142.28,142.28,218734
"2015-12-29",142.67,143.69,142.26,142.98,142.98,287587
"2015-12-30",145.03,145.52,143.77,143.96,143.96,152452
"2015-12-31",143.24,143.84,142.58,143.02,143.02,198939
"2016-01-01",140.4,141.97,138.87,140.78,140.78,60756
"2016-01-04",143.89,144.17,142.02,143.49,143.49,162092
"2016-01-05",142.8,143.82,142.53,142.78,142.78,275559
"2016-01-06",141.32,141.54,140.74,140.97,140.97,272875
"2016-01-07",140.53,141.51,140.19,140.51,140.51,143762
"2016-01-08",140.11,141.19,139.53,140.14,140.14,50765
"2016-01-11",142.55,143.07,142.35,142.51,142.51,155356
"2016-01-12",142.91,143.7,141.93,142.74,142.74,115554
"2016-01-13",144.13,145.83,143.42,144.39,144.39,186199
"2016-01-14",143.07,143.39,142.81,143.35,143.35,135557
"2016-01-18",143.28,143.81,142.81,143.2,143.2,122534
"2016-01-19",143.31,143.55,141.81,143.45,143.45,177632
"2016-01-20",141.7,141.71,141.31,141.56,141.56,187678
"2016-01-21",138.36,139.03,138.22,138.82,138.82,136826
"2016-01-22",142.41,143.96,140.89,143.02,143.02,143185
"2016-01-25",145.17,146.1,143.22,144.36,144.36,297065
"2016-01-27",140.27,140.94,139.43,140.43,140.43,155638
"2016-01-28",137.86,139.75,137.04,137.98,137.98,141042
"2016-01-29",142.91,144.02,141.27,142.57,142.57,105066
"2016-02-01",145.33,145.99,144.72,145.42,145.42,209247
"2016-02-02",144.97,145.88,143.57,144.88,144.88,205467
"2016-02-03",145.99,146.26,145.96,146.11,146.11,178598
"2016-02-04",145.03,147.19,144.52,145.24,145.24,93419
"2016-02-08",142.65,143.93,141.87,142.59,142.59,173086
"2016-02-09",141.91,142.02,141.22,141.36,141.36,169680
"2016-02-10",144.41,145.92,143.95,144.9,144.9,179800
"2016-02-12",145.04,145.65,144.92,145.13,145.13,234831
"2016-02-15",145.23,146.71,144.46,145.7,145.7,120953
"2016-02-16",148.89,150.42,148.42,148.44,148.44,235258
"2016-02-17",147.29,147.87,147.13,147.34,147.34,281571
"2016-02-19",148.62,148.93,147.86,148.88,148.88,231429
"2016-02-22",147.45,149.93,146.85,147.94,147.94,107190
"2016-02-23",146.84,147.06,146.38,146.38,146.38,164410
"2016-02-24",144.81,145.51,143.4,143.71,143.71,199956
"2016-02-25",140.7,141.82,139.75,140.98,140.98,290989
"2016-02-26",139.77,140.17,139.57,139.81,139.81,212949
"2016-02-29",141.27,141.37,140.48,141.15,141.15,135230
"2016-03-01",144.71,144.91,142.45,143.54,143.54,206495
"2016-03-02",144.09,145.59,143.8,145.11,145.11,240590
"2016-03-03",144.14,145.66,143.48,144.36,144.36,92317
"2016-03-04",144.01,145.74,142.45,144.53,144.53,74506
"2016-03-07",142.95,145.01,142.48,143.05,143.05,289027
"2016-03-08",141.44,141.93,139.11,141.55,141.55,93075
"2016-03-09",143.16,143.92,142.28,143.47,143.47,201986
"2016-03-10",142.11,143.86,140.27,141.33,141.33,65491
"2016-03-11",145.63,146.4,144.63,145.52,145.52,151673
"2016-03-14",146.41,146.45,143.93,145.36,145.36,132304
"2016-03-15",146.24,148.26,145.42,145.88,145.88,98743
"2016-03-16",143.76,145.1,143.43,144.3,144.3,269366
"2016-03-17",142.78,143.92,142.42,143.1,143.1,289764
"2016-03-18",140.43,140.83,139.37,140.32,140.32,281893
"2016-03-21",139.73,140.28,139.7,139.98,139.98,282402
"2016-03-22",141.05,141.35,139.68,140.9,140.9,291285
"2016-03-23",141.94,142.22,140.67,141.63,141.63,241112
"2016-03-24",140.19,140.82,139.43,140.01,140.01,91822
"2016-03-25",138.34,138.82,137.69,138.39,138.39,299109
"2016-03-28",137.13,138.84,136.82,137.39,137.39,65117
"2016-03-29",139.97,141.2,139.21,140.52,140.52,72029
"2016-03-30",138.3,139.24,137.63,138.16,138.16,237852
"2016-03-31",138.21,138.31,137.73,137.83,137.83,167176
"2016-04-01",141.77,142.51,140.83,141.81,141.81,286395
"2016-04-04",141.96,142.37,140.34,141.64,141.64,257357
"2016-04-05",139.72,140.82,137.51,138.79,138.79,103032
"2016-04-06",138.24,139.39,136.89,137.45,137.45,144685
"2016-04-07",138.28,139.43,137.56,138.49,138.49,164907
"2016-04-08",137.98,139.68,136.49,137.75,137.75,69555
"2016-04-11",136.34,137.09,136.02,136.63,136.63,249834
"2016-04-12",136.25,136.56,135.42,135.97,135.97,187728
"2016-04-13",136.17,137.27,135.09,136.19,136.19,259893
"2016-04-14",139.61,139.81,139.07,139.5,139.5,197447
"2016-04-15",139,139.51,138.64,139.35,139.35,64206
"2016-04-18",142.17,143.19,140.55,141.66,141.66,248044
"2016-04-19",143,145.1,142.67,143.04,143.04,114899
"2016-04-20",142.65,144.4,142.54,142.84,142.84,126693
"2016-04-21",139.56,140.96,139.32,139.6,139.6,241926
"2016-04-22",138.58,139.92,136.57,138.55,138.55,194262
"2016-04-25",138.25,139.02,137.22,137.57,137.57,151541
"2016-04-27",141.47,141.62,140.04,140.44,140.44,128123
"2016-04-28",144.97,146.64,143.97,145.31,145.31,133292
"2016-04-29",148.8,149.5,147.73,148.72,148.72,77935
"2016-05-02",147.56,149.25,146.48,148.47,148.47,246291
"2016-05-03",144.32,145.55,143.31,144.61,144.61,118299
"2016-05-04",144.12,145.34,142.45,143.81,143.81,158920
"2016-05-05",144.26,144.69,143.63,144.04,144.04,211971
"2016-05-06",146.09,146.32,145.36,145.91,145.91,172886
"2016-05-09",147.85,148.07,147.57,148.06,148.06,63739
"2016-05-11",146.07,147.32,143.75,146.54,146.54,67341
"2016-05-12",148.35,149.26,147.16,148.45,148.45,135363
"2016-05-13",147.77,149.55,145.73,147.5,147.5,254055
"2016-05-16",148.3,149.35,147.65,147.93,147.93,237068
"2016-05-17",148.01,148.58,147.64,148.14,148.14,136698
"2016-05-18",149.07,149.14,148.37,149.14,149.14,105632
"2016-05-19",149.16,150.58,148.25,149.24,149.24,55056
"2016-05-20",145.57,146.13,145.09,145.55,145.55,146641
"2016-05-23",147.88,148.49,147.14,147.2,147.2,86890
"2016-05-24",147.77,148.82,147.41,148.1,148.1,185381
"2016-05-25",147.46,147.67,146,147.55,147.55,252886
"2016-05-26",147.89,148.84,147.51,147.86,147.86,101936
"2016-05-27",147.6,149,145.8,148.2,148.2,124490
"2016-05-30",148.32,149.94,147.84,148.73,148.73,234569
"2016-05-31",152.53,153.71,151.83,152.44,152.44,192642
"2016-06-01",152.18,153.56,150.73,151.98,151.98,229666
"2016-06-02",152.93,153.72,151.33,152.41,152.41,139245
"2016-06-03",154.91,156.26,154.19,155.13,155.13,97197
"2016-06-06",158.32,158.9,157.3,157.63,157.63,201091
"2016-06-07",159.97,162.64,158.85,160.38,160.38,55207
"2016-06-08",158.28,159.23,157.84,159.04,159.04,69741
"2016-06-09",162.91,164.05,161.83,163.87,163.87,286341
"2016-06-10",164.62,165.45,162.14,164.08,164.08,240162
"2016-06-13",168.88,168.89,168.48,168.73,168.73,170866
"2016-06-14",165.29,166.11,164.58,165.36,165.36,158801
"2016-06-15",165.31,166.87,163.95,165.46,165.46,66478
"2016-06-16",169.41,169.51,167.78,168.61,168.61,200116
"2016-06-17",167.45,167.88,166.2,166.85,166.85,163641
"2016-06-20",164.52,165.41,163.6,165.02,165.02,88066
"2016-06-21",162.07,163.02,161.29,162.74,162.74,62988
"2016-06-22",160.75,162,158.6,160.22,160.22,157676
"2016-06-23",159.49,160.06,157.81,159.22,159.22,216036
"2016-06-24",159.81,161.15,159.34,160.06,160.06,175836
"2016-06-27",155.46,155.52,154.3,155.27,155.27,133708
"2016-06-28",154.87,156.58,153.71,155.81,155.81,61680
"2016-06-29",158.43,158.99,156.67,158.75,158.75,65180
"2016-06-30",163.86,164.01,162.74,163.65,163.65,223363
"2016-07-01",166.86,166.97,166.2,166.89,166.89,287233
"2016-07-04",168.19,169.96,168.16,168.84,168.84,69157
"2016-07-05",165.02,166.21,163.28,164.51,164.51,193967
"2016-07-06",163.65,163.93,161.21,163.08,163.08,256854
"2016-07-07",161.81,163.63,160.62,162.27,162.27,273572
"2016-07-08",163.94,164.12,162.22,164.03,164.03,80928
"2016-07-11",164.18,164.96,163.05,163.82,163.82,237694
"2016-07-12",161.19,162.04,158.71,160.77,160.77,243419
"2016-07-13",164.62,164.94,163.56,164.88,164.88,205910
"2016-07-14",166.75,168.73,166.36,167.19,167.19,294324
"2016-07-15",168.01,168.95,167.13,167.83,167.83,279951
"2016-07-18",169.97,171.32,169.96,170.95,170.95,117983
"2016-07-19",167.09,169.11,166.45,167.57,167.57,153307
"2016-07-20",169.67,169.72,168.92,169.28,169.28,78203
"2016-07-21",167.14,169.88,166.35,168,168,107218
"2016-07-22",169.16,170.12,167.6,169.78,169.78,216991
"2016-07-27",173.9,175.37,173.83,174.82,174.82,113244
"2016-07-28",175.16,175.74,172.4,174.89,174.89,261570
"2016-07-29",177.07,178.36,176.81,177.61,177.61,220242
"2016-08-01",174.42,175.16,173.58,174.5,174.5,128100
"2016-08-02",172.56,173.05,171.6,172.66,172.66,115681
"2016-08-03",177.02,177.4,176,176.65,176.65,185554
"2016-08-04",177.67,177.76,173.56,177.7,177.7,99589
"2016-08-05",172.22,173.19,171.18,172.28,172.28,65416
"2016-08-08",169.65,170.79,167.89,168.81,168.81,90928
"2016-08-09",168.54,168.84,167.97,168.35,168.35,136395
"2016-08-10",170.91,171.74,170.2,170.59,170.59,285037
"2016-08-11",170.62,171.4,166.91,170.38,170.38,266600
"2016-08-12",172.32,172.48,172,172.03,172.03,292128
"2016-08-15",175.25,176.45,174.4,174.55,174.55,229953
"2016-08-16",178.95,180.7,178.45,178.98,178.98,113359
"2016-08-17",179.32,180.12,177.97,179.19,179.19,106894
"2016-08-18",180.16,180.73,178.87,179.1,179.1,58552
"2016-08-19",174.17,175.86,173.67,174.44,174.44,255677
"2016-08-22",175.43,178.33,174.64,174.76,174.76,70863
"2016-08-23",172.99,174.19,171.37,173.31,173.31,211358
"2016-08-24",171.7,172.17,170,170.83,170.83,215020
"2016-08-25",170.08,172.19,170.08,170.42,170.42,63667
"2016-08-26",172.64,175.35,171.4,173.06,173.06,250432
"2016-08-29",168.47,169.2,167.63,167.94,167.94,179318
"2016-08-30",167.4,167.92,166.79,166.92,166.92,105859
"2016-08-31",167.54,167.8,166.45,167.26,167.26,183583
"2016-09-01",165.2,165.91,164.15,165.07,165.07,159475
"2016-09-02",166.07,167.78,165,165.94,165.94,96522
"2016-09-05",168.05,169.15,166.7,167.02,167.02,191744
"2016-09-06",166.27,167.9,165.5,166.99,166.99,144530
"2016-09-07",160.38,161.96,160.15,160.86,160.86,71037
"2016-09-08",166.47,167.58,166.26,167.11,167.11,216660
"2016-09-09",167.13,167.5,165.82,166.65,166.65,163389
"2016-09-12",168.2,168.58,167.63,168.33,168.33,56776
"2016-09-13",169,170.16,168.24,169.07,169.07,214141
"2016-09-14",172.64,173.68,171.33,171.72,171.72,219074
"2016-09-15",173.57,174.5,173.03,173.87,173.87,167062
"2016-09-16",174.43,175.41,173.18,173.38,173.38,64118
"2016-09-19",173.68,175.16,172.74,174.41,174.41,183650
"2016-09-20",172.67,173.98,171.97,171.99,171.99,130137
"2016-09-21",174.43,174.88,173.34,174.26,174.26,171142
"2016-09-22",172.9,173.58,172.58,173.1,173.1,101685
"2016-09-23",179.34,181.81,178.56,179.43,179.43,81816
"2016-09-26",175.74,176.09,174.93,175.04,175.04,270540
"2016-09-27",174.76,175.09,173.29,173.87,173.87,219570
"2016-09-28",175.19,176.53,173.56,176.08,176.08,50741
"2016-09-29",179.3,180.61,176.72,177.48,177.48,75229
"2016-09-30",177.32,178.34,175.28,175.96,175.96,154546
"2016-10-03",173.11,174.84,172.66,173.39,173.39,186816
"2016-10-04",173.78,174.82,173.51,173.81,173.81,90777
"2016-10-05",173.48,175.53,172.97,173.83,173.83,169491
"2016-10-06",169.17,171.45,168.66,169.21,169.21,226727
"2016-10-07",169.73,170.56,168.3,169.35,169.35,50857
"2016-10-10",169.94,170.72,169.18,169.88,169.88,81051
"2016-10-11",170.48,171.12,169.09,170.38,170.38,231833
"2016-10-12",168.48,168.69,166.61,167.74,167.74,225349
"2016-10-13",167.87,170.01,167.48,168.98,168.98,70273
"2016-10-14",172.27,174.02,172.26,172.53,172.53,234078
"2016-10-17",173.84,175.47,172.68,173.76,173.76,105731
"2016-10-18",170.45,172.03,169.57,170.85,170.85,194799
"2016-10-19",170.33,171.07,169.6,169.79,169.79,164675
"2016-10-20",170.49,171.26,168.73,170.72,170.72,226399
"2016-10-21",168.9,171.49,168.5,169.12,169.12,87304
"2016-10-24",164.28,164.43,163.38,163.69,163.69,159224
"2016-10-25",166.33,167.78,165.59,165.91,165.91,220465
"2016-10-26",163.82,164.24,163.8,163.9,163.9,246123
"2016-10-27",162.38,164.1,162,162.54,162.54,291172
"2016-10-31",164.03,164.64,163.92,164.37,164.37,171233
"2016-11-01",167.8,168,165.88,166.51,166.51,96123
"2016-11-02",163.39,164.87,162.23,163.41,163.41,78918
"2016-11-03",163.03,163.88,162.26,162.59,162.59,220158
"2016-11-04",162.37,163.97,161.95,162.46,162.46,59983
"2016-11-07",159.95,160.54,159.07,159.66,159.66,257909
"2016-11-08",158.16,158.81,157.34,158.19,158.19,115517
"2016-11-09",158.81,159.15,157.89,158.17,158.17,216505
"2016-11-10",159.56,160.11,158.36,159.8,159.8,226631
"2016-11-11",155.1,157.22,154.58,155.9,155.9,144111
"2016-11-14",155.54,155.71,154.93,155.12,155.12,192184
"2016-11-15",156.82,157.49,154.19,156.93,156.93,121311
"2016-11-16",156.39,157.65,155.3,155.71,155.71,200634
"2016-11-17",156.35,157.28,155.53,156.29,156.29,137464
"2016-11-18",158.17,158.85,155.63,157.49,157.49,287089
"2016-11-21",158.33,159.76,156.34,158.17,158.17,172047
"2016-11-22",159.6,160.08,158.13,159.77,159.77,208564
"2016-11-23",159.87,160.27,159.21,159.52,159.52,179224
"2016-11-24",158.36,159.41,157.66,158.58,158.58,76885
"2016-11-25",153.11,153.34,151.49,152.34,152.34,297963
"2016-11-28",152.24,153.2,151.14,152.17,152.17,258964
"2016-11-29",152.27,154.19,151.66,153.2,153.2,68241
"2016-11-30",154.26,155.82,153.52,154.48,154.48,135831
"2016-12-01",152.48,153.8,151.49,153.23,153.23,149950
"2016-12-02",156.34,158.02,155.24,157.37,157.37,55487
"2016-12-06",158.75,160.14,157.74,158.44,158.44,176794
"2016-12-07",161.14,161.62,159.16,161.51,161.51,168716
"2016-12-08",159.18,160.14,158.25,159.82,159.82,152005
"2016-12-09",158.5,158.97,158,158.79,158.79,252356
"2016-12-12",163.78,165.19,163.59,164.55,164.55,116585
"2016-12-13",164.97,166.43,163.82,164.62,164.62,136667
"2016-12-14",169,169.06,168.22,168.71,168.71,240700
"2016-12-15",164.33,166.33,164.23,165.12,165.12,252734
"2016-12-16",164.39,167.01,164.17,164.69,164.69,298086
"2016-12-19",166.2,166.83,165.35,165.68,165.68,189444
"2016-12-20",166.39,166.9,163.79,166.47,166.47,177723
"2016-12-21",164.02,164.2,163.66,164.01,164.01,297563
"2016-12-22",164.32,164.44,163.53,164.11,164.11,175282
"2016-12-23",161.81,162.25,160.44,161.51,161.51,228970
"2016-12-26",163.87,164.49,161.75,163.28,163.28,81358
"2016-12-27",166.37,167.47,165.11,165.99,165.99,237791
"2016-12-28",159.83,160.68,158.86,160.5,160.5,211295
"2016-12-29",163.34,164.68,162.93,163.52,163.52,98842
"2016-12-30",160.67,161.04,160,160.53,160.53,147320
"2017-01-02",161.62,162.65,160.78,161.67,161.67,139500
"2017-01-03",162.25,164.74,160.66,163.32,163.32,132974
"2017-01-05",161.84,163.02,161.1,161.35,161.35,101505
"2017-01-06",161.87,163.07,161.76,161.8,161.8,215979
"2017-01-09",162.19,163.26,161.76,162.91,162.91,122689
"2017-01-10",165.23,165.54,164.29,165.12,165.12,221007
"2017-01-11",160.01,161.96,158.7,160.09,160.09,132843
"2017-01-12",156.52,157.75,155.46,156.2,156.2,134057
"2017-01-13",160.61,161.15,159.22,159.6,159.6,183773
"2017-01-16",161.42,162.65,161.36,162.16,162.16,77527
"2017-01-17",163.02,164.23,162.57,163.26,163.26,138985
"2017-01-18",165,165.78,164.61,165.06,165.06,97954
"2017-01-19",166.31,168.84,165.56,167.38,167.38,232914
"2017-01-20",160.74,161.9,160.35,160.75,160.75,113739
"2017-01-23",163.19,164.32,163.18,163.48,163.48,155675
"2017-01-24",163.43,163.61,160.73,162.34,162.34,88857
"2017-01-25",161.52,165.21,159.84,162.95,162.95,174363
"2017-01-26",163,163.93,160.24,162.28,162.28,205135
"2017-01-27",164.94,165.45,163.4,164.45,164.45,261053
"2017-01-30",164,164.91,163.23,163.64,163.64,173315
"2017-01-31",165.03,165.44,164.38,164.96,164.96,90413
"2017-02-02",161.94,165.11,160.49,161.4,161.4,163980
"2017-02-03",163.94,164.81,162.86,164.38,164.38,218184
"2017-02-06",166.6,166.63,165.99,166.26,166.26,191285
